+-+-+-+-+-+-+-+-+-+-+-+-+-+-+ GRAFO CARGADO 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-
        1         2         3         4         5         6         7         8         9         10        11        12        13        14        15        16        17        18        19        20        21        22        23        24        25        26        27        28        29        30        31        32        33        34        35        36        37        38        39        40        41        42        43        44        45        46        47        48        49        50        51        52        53        54        55        56        57        58        59        60        61        62        63        64        65        66        67        68        69        70        71        72        73        74        75        76        77        78        79        80        81        82        83        84        85        86        87        88        89        90        91        92        93        94        95        96        97        98        99        100        101        102        103        104        105        106        107        108        109        110        111        112        113        114        115        116        117        118        119        120        121        122        123        124        125        126        127        128        129        130        131        132        133        134        135        136        137        138        139        140        141        142        143        144        145        146        147        148        149        150        151

ADD: [(97,94,5.0)]

DROP: [(97,93,5.0), (94,60,3.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118450 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1180.38

Lista tabu: [((100,97,2.236),3), ((97,61,8.602),3), ((1,93,18.385),3), ((97,93,5.0),1), ((106,27,5.0),1), ((1,59,9.055),1), ((92,142,5.385),2), ((17,62,4.472),2), ((62,142,7.28),1), ((3,58,5.831),3), ((145,88,3.606),3), ((88,58,7.211),2), ((1,97,15.264),4), ((97,93,5.0),4), ((96,118,2.236),4), ((118,14,3.606),4), ((93,118,5.099),3), ((38,99,1.414),5), ((86,94,2.828),5), ((38,86,4.472),4), ((41,54,6.708),6), ((54,1,4.472),6), ((1,29,6.325),6), ((29,54,7.211),5), ((42,23,4.243),7), ((134,76,3.162),7), ((134,42,5.0),6), ((38,99,1.414),8), ((94,60,3.0),8), ((38,94,4.472),7), ((23,134,1.0),9), ((134,76,3.162),9), ((73,75,3.162),9), ((134,73,6.083),8), ((97,93,5.0),19), ((94,60,3.0),19), ((97,94,5.0),17), ((113,105,12.53),11), ((100,61,8.544),11), ((7,95,3.162),11), ((100,95,6.083),10), ((133,70,1.414),12), ((70,2,4.472),12), ((112,28,7.071),12), ((28,70,7.28),11), ((80,122,7.81),13), ((122,30,2.0),13), ((79,130,5.0),13), ((130,4,4.243),13), ((80,130,1.0),12)]

ADD: [(105,95,6.083)]

DROP: [(7,95,3.162), (113,105,12.53)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118460 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1176.606

Lista tabu: [((97,93,5.0),9), ((94,60,3.0),9), ((97,94,5.0),7), ((113,105,12.53),1), ((100,61,8.544),1), ((7,95,3.162),1), ((133,70,1.414),2), ((70,2,4.472),2), ((112,28,7.071),2), ((28,70,7.28),1), ((80,122,7.81),3), ((122,30,2.0),3), ((79,130,5.0),3), ((130,4,4.243),3), ((80,130,1.0),2), ((7,95,3.162),13), ((113,105,12.53),13), ((105,95,6.083),11), ((1,97,15.264),5), ((97,94,5.0),5), ((98,96,3.0),5), ((96,97,4.243),4), ((101,99,3.162),6), ((99,38,1.414),6), ((61,100,8.544),6), ((100,99,5.099),5), ((94,86,2.828),7), ((62,17,4.472),7), ((86,17,6.325),6), ((51,112,7.81),8), ((77,117,3.162),8), ((13,77,7.071),8), ((77,112,7.071),7), ((88,98,4.243),9), ((138,3,5.831),9), ((59,138,5.657),9), ((138,88,5.657),8), ((130,4,4.243),10), ((4,1,22.361),10), ((117,78,2.236),10), ((4,117,5.0),9), ((38,93,2.828),11), ((93,60,2.236),11), ((98,96,3.0),11), ((93,98,3.162),10), ((118,14,3.606),12), ((138,3,5.831),12), ((59,138,5.657),12), ((138,118,5.099),11), ((88,98,4.243),13), ((118,14,3.606),13), ((96,118,2.236),13), ((118,88,5.099),12)]

ADD: [(108,20,3.606)]

DROP: [(1,108,33.287), (124,20,3.162)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118488 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1165.714

Lista tabu: [((23,134,1.0),1), ((134,76,3.162),1), ((75,74,4.472),1), ((93,60,2.236),2), ((99,38,1.414),2), ((101,99,3.162),2), ((60,99,3.606),1), ((18,85,6.083),3), ((85,6,4.123),3), ((1,119,18.111),3), ((85,119,6.325),2), ((98,96,3.0),4), ((118,14,3.606),4), ((14,96,5.099),3), ((2,102,5.0),5), ((102,32,6.0),5), ((123,71,5.099),5), ((71,1,21.095),5), ((102,123,7.071),4), ((69,151,2.0),6), ((151,81,0.0),6), ((77,117,3.162),6), ((117,78,2.236),6), ((69,117,4.472),5), ((42,23,4.243),7), ((134,76,3.162),7), ((134,42,5.0),6), ((105,95,6.083),8), ((113,7,6.325),8), ((118,14,3.606),8), ((95,118,4.123),7), ((93,60,2.236),9), ((60,1,17.804),9), ((98,96,3.0),9), ((96,60,4.0),8), ((3,58,5.831),10), ((145,88,3.606),10), ((145,3,5.385),9), ((52,121,8.0),11), ((121,10,2.828),11), ((34,82,2.828),11), ((82,80,6.325),11), ((52,82,7.211),10), ((19,53,7.616),12), ((53,1,11.314),12), ((28,147,3.162),12), ((53,147,6.403),11), ((70,2,4.472),13), ((128,89,5.657),13), ((32,128,4.123),13), ((70,128,7.071),12)]

ADD: [(1,113,5.0)]

DROP: [(1,119,18.111), (113,7,6.325)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118510 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1154.79

Lista tabu: [((1,119,18.111),1), ((113,7,6.325),1), ((1,29,6.325),1), ((28,147,3.162),1), ((29,139,4.472),2), ((112,28,7.071),2), ((51,112,7.81),2), ((139,112,6.708),1), ((42,23,4.243),3), ((134,76,3.162),3), ((23,76,4.123),2), ((97,94,5.0),4), ((94,86,2.828),4), ((98,96,3.0),4), ((96,94,7.0),3), ((2,102,5.0),5), ((102,32,6.0),5), ((123,71,5.099),5), ((71,1,21.095),5), ((102,123,7.071),4), ((1,97,15.264),6), ((97,94,5.0),6), ((95,105,6.083),6), ((105,97,2.236),5), ((63,11,6.325),7), ((109,12,11.402),7), ((91,33,4.472),7), ((11,91,7.071),6), ((1,43,25.495),8), ((43,16,9.22),8), ((145,88,3.606),8), ((43,145,6.708),7), ((19,53,7.616),9), ((107,8,3.162),9), ((89,107,7.071),9), ((107,19,7.071),8), ((76,57,4.123),10), ((5,73,8.944),10), ((73,76,5.385),9), ((42,23,4.243),11), ((23,134,1.0),11), ((75,74,4.472),11), ((23,75,3.162),10), ((42,23,4.243),12), ((23,134,1.0),12), ((75,74,4.472),12), ((74,23,7.071),11), ((101,99,3.162),13), ((99,38,1.414),13), ((95,105,6.083),13), ((105,99,5.099),12)]

ADD: [(119,6,3.606)]

DROP: [(84,90,12.166), (90,119,9.22), (85,6,4.123), (6,1,20.616)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118543 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1154.297

Lista tabu: [((1,97,15.264),1), ((97,94,5.0),1), ((100,61,8.544),1), ((36,136,2.236),2), ((72,67,9.434),2), ((104,72,6.403),2), ((72,136,7.071),1), ((106,27,5.0),3), ((22,41,7.071),3), ((27,41,7.071),2), ((136,35,8.544),4), ((121,10,2.828),4), ((52,121,8.0),4), ((136,121,7.071),3), ((101,99,3.162),5), ((86,62,4.472),5), ((94,86,2.828),5), ((86,101,4.472),4), ((95,105,6.083),6), ((7,148,2.0),6), ((119,7,8.544),6), ((105,7,6.403),5), ((93,60,2.236),7), ((96,118,2.236),7), ((93,118,5.099),6), ((139,110,7.28),8), ((106,27,5.0),8), ((27,139,5.0),7), ((1,116,19.026),9), ((116,146,6.708),9), ((3,58,5.831),9), ((116,3,1.414),8), ((63,11,6.325),10), ((109,12,11.402),10), ((91,33,4.472),10), ((11,91,7.071),9), ((93,60,2.236),11), ((60,1,17.804),11), ((98,96,3.0),11), ((96,60,4.0),10), ((94,86,2.828),12), ((38,93,2.828),12), ((86,93,6.0),11), ((1,97,15.264),13), ((97,94,5.0),13), ((95,105,6.083),13), ((105,100,0.0),13), ((94,105,2.828),12)]

ADD: [(94,60,3.0)]

DROP: [(97,94,5.0), (60,1,17.804), (93,60,2.236)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118566 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1148.435

Lista tabu: [((1,97,15.264),1), ((97,60,3.162),1), ((7,148,2.0),1), ((13,77,7.071),2), ((117,78,2.236),2), ((78,77,4.123),1), ((113,95,7.071),3), ((95,105,6.083),3), ((98,96,3.0),3), ((98,95,6.083),2), ((88,98,4.243),4), ((118,14,3.606),4), ((96,118,2.236),4), ((118,88,5.099),3), ((86,62,4.472),5), ((142,92,5.385),5), ((62,92,5.831),4), ((119,7,8.544),6), ((7,148,2.0),6), ((85,90,15.524),6), ((90,1,9.0),6), ((148,90,3.162),5), ((95,105,6.083),7), ((6,119,3.606),7), ((84,6,7.071),7), ((6,105,6.403),6), ((29,139,4.472),8), ((112,28,7.071),8), ((51,112,7.81),8), ((139,112,6.708),7), ((73,75,3.162),9), ((74,22,3.162),9), ((75,22,7.071),8), ((42,23,4.243),10), ((134,76,3.162),10), ((134,42,5.0),9), ((2,102,5.0),11), ((102,32,6.0),11), ((123,71,5.099),11), ((71,1,21.095),11), ((102,123,7.071),10), ((41,54,6.708),12), ((54,1,4.472),12), ((1,59,9.055),12), ((54,59,5.099),11), ((117,78,2.236),13), ((78,103,7.211),13), ((81,34,15.297),13), ((34,82,2.828),13), ((78,81,6.708),12)]

ADD: [(85,61,6.708)]

DROP: [(100,61,8.544), (84,6,7.071), (85,90,15.524)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118572 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1147.966

Lista tabu: [((95,105,6.083),1), ((6,119,3.606),1), ((84,6,7.071),1), ((29,139,4.472),2), ((112,28,7.071),2), ((51,112,7.81),2), ((139,112,6.708),1), ((73,75,3.162),3), ((74,22,3.162),3), ((75,22,7.071),2), ((42,23,4.243),4), ((134,76,3.162),4), ((134,42,5.0),3), ((2,102,5.0),5), ((102,32,6.0),5), ((123,71,5.099),5), ((71,1,21.095),5), ((102,123,7.071),4), ((41,54,6.708),6), ((54,1,4.472),6), ((1,59,9.055),6), ((54,59,5.099),5), ((117,78,2.236),7), ((78,103,7.211),7), ((81,34,15.297),7), ((34,82,2.828),7), ((78,81,6.708),6), ((100,61,8.544),17), ((84,6,7.071),17), ((85,90,15.524),17), ((85,61,6.708),15), ((133,70,1.414),9), ((2,102,5.0),9), ((102,70,5.0),8), ((82,80,6.325),10), ((80,122,7.81),10), ((52,121,8.0),10), ((121,10,2.828),10), ((82,121,4.472),9), ((38,93,2.828),11), ((101,99,3.162),11), ((92,101,3.162),11), ((93,101,5.657),10), ((8,49,7.28),12), ((83,115,5.831),12), ((8,83,5.831),11), ((69,151,2.0),13), ((81,34,15.297),13), ((135,131,6.708),13), ((151,135,6.403),12)]

ADD: [(95,97,4.0)]

DROP: [(1,97,15.264), (97,60,3.162), (95,105,6.083)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118641 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1147.9

Lista tabu: [((134,76,3.162),1), ((76,57,4.123),1), ((73,75,3.162),1), ((18,85,6.083),2), ((85,61,6.708),2), ((86,62,4.472),2), ((85,62,7.071),1), ((41,54,6.708),3), ((54,1,4.472),3), ((1,113,5.0),3), ((54,113,6.083),2), ((97,105,2.236),4), ((100,6,6.403),4), ((97,100,2.236),3), ((142,92,5.385),5), ((92,101,3.162),5), ((120,45,2.236),5), ((45,92,6.403),4), ((117,78,2.236),6), ((78,103,7.211),6), ((34,82,2.828),6), ((82,80,6.325),6), ((78,80,6.403),5), ((81,34,15.297),7), ((82,80,6.325),7), ((34,80,5.657),6), ((76,57,4.123),8), ((5,73,8.944),8), ((73,76,5.385),7), ((53,1,11.314),9), ((128,89,5.657),9), ((32,128,4.123),9), ((128,53,5.831),8), ((57,24,7.28),10), ((40,56,11.402),10), ((140,40,3.162),10), ((57,40,7.0),9), ((97,105,2.236),11), ((105,100,0.0),11), ((60,94,3.0),11), ((94,105,2.828),10), ((60,94,3.0),12), ((99,38,1.414),12), ((101,99,3.162),12), ((60,99,3.606),11), ((81,34,15.297),13), ((110,13,2.828),13), ((13,81,6.325),12)]

ADD: [(7,113,6.325)]

DROP: [(113,95,7.071), (7,148,2.0), (119,7,8.544)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118666 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1145.523

Lista tabu: [((60,94,3.0),1), ((38,93,2.828),1), ((60,94,3.0),2), ((93,1,18.385),2), ((60,93,2.236),1), ((86,62,4.472),3), ((62,17,4.472),3), ((87,114,7.071),3), ((114,18,5.0),3), ((17,114,7.071),2), ((113,7,6.325),4), ((148,1,10.44),4), ((113,148,6.0),3), ((97,105,2.236),5), ((105,100,0.0),5), ((60,94,3.0),5), ((94,105,2.828),4), ((81,34,15.297),6), ((110,13,2.828),6), ((13,81,6.325),5), ((81,34,15.297),7), ((82,80,6.325),7), ((34,80,5.657),6), ((115,19,8.246),8), ((19,53,7.616),8), ((61,84,4.243),8), ((84,90,12.166),8), ((19,61,6.708),7), ((95,97,4.0),9), ((97,105,2.236),9), ((60,94,3.0),9), ((97,94,5.0),8), ((42,23,4.243),10), ((134,76,3.162),10), ((134,42,5.0),9), ((41,54,6.708),11), ((54,1,4.472),11), ((1,59,9.055),11), ((54,59,5.099),10), ((86,62,4.472),12), ((142,92,5.385),12), ((92,62,5.831),11), ((52,121,8.0),13), ((10,104,5.0),13), ((52,10,6.325),12)]

ADD: [(6,61,4.472)]

DROP: [(85,61,6.708), (61,84,4.243), (6,119,3.606)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118766 nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Se estancó durante 0 min 10 seg en NODO 0. Aplicamos path relinking para admitir otro optimo local

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118767 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1242.208

Lista tabu: [((113,7,6.325),13), ((7,95,3.162),13), ((84,90,12.166),13), ((7,90,5.099),12)]

ADD: [(60,97,3.162)]

DROP: [(100,97,2.236), (97,61,8.602), (60,1,17.804)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118780 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1241.576

Lista tabu: [((100,97,2.236),10), ((97,61,8.602),10), ((60,1,17.804),10), ((60,97,3.162),8), ((1,93,18.385),2), ((60,97,3.162),2), ((97,93,5.0),1), ((38,99,1.414),3), ((99,101,3.162),3), ((28,100,20.518),3), ((100,99,5.099),2), ((1,93,18.385),4), ((93,38,2.828),4), ((98,96,3.0),4), ((93,98,3.162),3), ((19,53,7.616),5), ((107,8,3.162),5), ((89,107,7.071),5), ((107,19,7.071),4), ((106,27,5.0),6), ((29,139,4.472),6), ((106,139,7.071),5), ((146,42,4.243),7), ((23,134,1.0),7), ((146,23,6.0),6), ((88,98,4.243),8), ((138,3,5.831),8), ((59,138,5.657),8), ((138,98,7.071),7), ((69,151,2.0),9), ((81,34,15.297),9), ((25,135,4.472),9), ((81,135,6.403),8), ((142,17,3.0),10), ((17,62,4.472),10), ((45,39,10.817),10), ((39,141,1.0),10), ((17,45,6.083),9), ((139,110,7.28),11), ((27,150,3.606),11), ((150,139,7.616),10), ((51,112,7.81),12), ((77,117,3.162),12), ((13,77,7.071),12), ((77,51,5.385),11), ((8,49,7.28),13), ((83,115,5.831),13), ((8,83,5.831),12)]

ADD: [(100,96,5.385)]

DROP: [(28,100,20.518), (100,61,8.544), (98,96,3.0)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118786 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1200.646

Lista tabu: [((100,97,2.236),4), ((97,61,8.602),4), ((60,1,17.804),4), ((60,97,3.162),2), ((146,42,4.243),1), ((23,134,1.0),1), ((88,98,4.243),2), ((138,3,5.831),2), ((59,138,5.657),2), ((138,98,7.071),1), ((69,151,2.0),3), ((81,34,15.297),3), ((25,135,4.472),3), ((81,135,6.403),2), ((142,17,3.0),4), ((17,62,4.472),4), ((45,39,10.817),4), ((39,141,1.0),4), ((17,45,6.083),3), ((139,110,7.28),5), ((27,150,3.606),5), ((150,139,7.616),4), ((51,112,7.81),6), ((77,117,3.162),6), ((13,77,7.071),6), ((77,51,5.385),5), ((8,49,7.28),7), ((83,115,5.831),7), ((8,83,5.831),6), ((28,100,20.518),17), ((100,61,8.544),17), ((98,96,3.0),17), ((100,96,5.385),15), ((101,92,3.162),9), ((86,94,2.828),9), ((62,86,4.472),9), ((86,101,4.472),8), ((150,111,7.616),10), ((5,73,8.944),10), ((111,73,6.403),9), ((1,116,19.026),11), ((116,146,6.708),11), ((3,58,5.831),11), ((116,58,5.657),10), ((1,59,9.055),12), ((59,138,5.657),12), ((41,54,6.708),12), ((41,59,4.123),11), ((94,60,3.0),13), ((60,97,3.162),13), ((7,95,3.162),13), ((60,95,5.831),12)]

ADD: [(28,147,3.162)]

DROP: [(113,28,8.944), (28,61,18.974), (112,105,26.627), (105,147,17.692)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118788 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1199.136

Lista tabu: [((100,97,2.236),2), ((97,61,8.602),2), ((60,1,17.804),2), ((69,151,2.0),1), ((81,34,15.297),1), ((25,135,4.472),1), ((142,17,3.0),2), ((17,62,4.472),2), ((45,39,10.817),2), ((39,141,1.0),2), ((17,45,6.083),1), ((139,110,7.28),3), ((27,150,3.606),3), ((150,139,7.616),2), ((51,112,7.81),4), ((77,117,3.162),4), ((13,77,7.071),4), ((77,51,5.385),3), ((8,49,7.28),5), ((83,115,5.831),5), ((8,83,5.831),4), ((28,100,20.518),15), ((100,61,8.544),15), ((98,96,3.0),15), ((100,96,5.385),13), ((101,92,3.162),7), ((86,94,2.828),7), ((62,86,4.472),7), ((86,101,4.472),6), ((150,111,7.616),8), ((5,73,8.944),8), ((111,73,6.403),7), ((1,116,19.026),9), ((116,146,6.708),9), ((3,58,5.831),9), ((116,58,5.657),8), ((1,59,9.055),10), ((59,138,5.657),10), ((41,54,6.708),10), ((41,59,4.123),9), ((94,60,3.0),11), ((60,97,3.162),11), ((7,95,3.162),11), ((60,95,5.831),10), ((113,28,8.944),21), ((28,61,18.974),21), ((112,105,26.627),21), ((105,147,17.692),21), ((28,147,3.162),19), ((3,58,5.831),13), ((145,88,3.606),13), ((145,3,5.385),12)]

ADD: [(105,6,6.403)]

DROP: [(95,113,7.071), (113,105,12.53), (85,6,4.123), (6,1,20.616)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118806 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1182.859

Lista tabu: [((113,28,8.944),3), ((28,61,18.974),3), ((112,105,26.627),3), ((105,147,17.692),3), ((28,147,3.162),1), ((95,113,7.071),5), ((113,105,12.53),5), ((85,6,4.123),5), ((6,1,20.616),5), ((105,6,6.403),3), ((63,11,6.325),1), ((109,12,11.402),1), ((64,91,4.472),1), ((10,121,2.828),2), ((121,52,8.0),2), ((34,82,2.828),2), ((82,80,6.325),2), ((10,82,6.0),1), ((101,92,3.162),3), ((86,94,2.828),3), ((62,86,4.472),3), ((86,92,3.162),2), ((118,14,3.606),4), ((138,3,5.831),4), ((59,138,5.657),4), ((138,14,3.606),3), ((35,136,8.544),5), ((36,137,4.0),5), ((136,137,6.083),4), ((1,93,18.385),6), ((93,38,2.828),6), ((96,118,2.236),6), ((93,118,5.099),5), ((69,151,2.0),7), ((151,81,0.0),7), ((77,117,3.162),7), ((117,78,2.236),7), ((69,117,4.472),6), ((47,46,10.77),8), ((46,126,1.0),8), ((49,83,5.385),8), ((83,115,5.831),8), ((46,115,7.211),7), ((148,7,2.0),9), ((95,6,11.402),9), ((118,14,3.606),9), ((7,118,7.28),8), ((69,151,2.0),10), ((81,34,15.297),10), ((69,81,2.0),9), ((1,93,18.385),11), ((60,97,3.162),11), ((93,97,5.0),10), ((121,52,8.0),12), ((52,1,26.926),12), ((81,34,15.297),12), ((34,82,2.828),12), ((52,82,7.211),11), ((1,29,6.325),13), ((28,147,3.162),13), ((1,28,5.0),12)]

ADD: [(84,119,5.0)]

DROP: [(84,90,12.166), (119,1,18.111)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118811 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1182.657

Lista tabu: [((1,93,18.385),1), ((93,38,2.828),1), ((96,118,2.236),1), ((69,151,2.0),2), ((151,81,0.0),2), ((77,117,3.162),2), ((117,78,2.236),2), ((69,117,4.472),1), ((47,46,10.77),3), ((46,126,1.0),3), ((49,83,5.385),3), ((83,115,5.831),3), ((46,115,7.211),2), ((148,7,2.0),4), ((95,6,11.402),4), ((118,14,3.606),4), ((7,118,7.28),3), ((69,151,2.0),5), ((81,34,15.297),5), ((69,81,2.0),4), ((1,93,18.385),6), ((60,97,3.162),6), ((93,97,5.0),5), ((121,52,8.0),7), ((52,1,26.926),7), ((81,34,15.297),7), ((34,82,2.828),7), ((52,82,7.211),6), ((1,29,6.325),8), ((28,147,3.162),8), ((1,28,5.0),7), ((84,90,12.166),18), ((119,1,18.111),18), ((84,119,5.0),16), ((106,27,5.0),10), ((22,41,7.071),10), ((27,41,7.071),9), ((2,102,5.0),11), ((133,70,1.414),11), ((1,133,11.402),11), ((102,133,6.083),10), ((1,69,21.378),12), ((69,151,2.0),12), ((78,103,7.211),12), ((103,51,2.828),12), ((69,78,5.0),11), ((1,59,9.055),13), ((59,138,5.657),13), ((41,54,6.708),13), ((41,59,4.123),12)]

ADD: [(96,97,4.243)]

DROP: [(98,100,7.071), (100,96,5.385), (60,97,3.162), (97,1,15.264)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118821 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1178.246

Lista tabu: [((84,90,12.166),8), ((119,1,18.111),8), ((84,119,5.0),6), ((2,102,5.0),1), ((133,70,1.414),1), ((1,133,11.402),1), ((1,69,21.378),2), ((69,151,2.0),2), ((78,103,7.211),2), ((103,51,2.828),2), ((69,78,5.0),1), ((1,59,9.055),3), ((59,138,5.657),3), ((41,54,6.708),3), ((41,59,4.123),2), ((98,100,7.071),13), ((100,96,5.385),13), ((60,97,3.162),13), ((97,1,15.264),13), ((96,97,4.243),11), ((2,102,5.0),5), ((133,70,1.414),5), ((1,133,11.402),5), ((102,133,6.083),4), ((1,4,22.361),6), ((4,130,4.243),6), ((80,122,7.81),6), ((122,30,2.0),6), ((4,80,3.606),5), ((132,129,6.325),7), ((129,21,2.828),7), ((66,104,16.401),7), ((104,10,5.0),7), ((21,104,7.071),6), ((86,94,2.828),8), ((94,60,3.0),8), ((97,96,4.243),8), ((96,94,7.0),7), ((66,104,16.401),9), ((121,52,8.0),9), ((104,52,6.708),8), ((1,29,6.325),10), ((112,28,7.071),10), ((29,28,6.708),9), ((88,98,4.243),11), ((118,14,3.606),11), ((96,118,2.236),11), ((118,88,5.099),10), ((68,140,12.806),12), ((140,40,3.162),12), ((5,73,8.944),12), ((5,140,6.403),11), ((85,113,20.025),13), ((113,1,5.0),13), ((7,95,3.162),13), ((113,7,6.325),12)]

ADD: [(96,95,3.162)]

DROP: [(98,97,6.708), (97,96,4.243), (7,95,3.162), (95,6,11.402)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118835 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1172.167

Lista tabu: [((98,97,6.708),9), ((97,96,4.243),9), ((7,95,3.162),9), ((95,6,11.402),9), ((96,95,3.162),7), ((38,99,1.414),1), ((99,101,3.162),1), ((96,118,2.236),1), ((146,42,4.243),2), ((134,76,3.162),2), ((134,146,7.0),1), ((1,4,22.361),3), ((4,130,4.243),3), ((117,78,2.236),3), ((78,103,7.211),3), ((4,117,5.0),2), ((70,2,4.472),4), ((128,89,5.657),4), ((32,128,4.123),4), ((70,128,7.071),3), ((85,113,20.025),5), ((113,1,5.0),5), ((90,1,9.0),5), ((113,90,5.831),4), ((92,142,5.385),6), ((17,62,4.472),6), ((17,92,5.099),5), ((118,14,3.606),7), ((138,3,5.831),7), ((59,138,5.657),7), ((138,14,3.606),6), ((105,61,8.544),8), ((62,86,4.472),8), ((105,86,5.657),7), ((102,32,6.0),9), ((128,89,5.657),9), ((32,89,5.0),8), ((1,4,22.361),10), ((4,130,4.243),10), ((78,103,7.211),10), ((4,78,2.828),9), ((79,35,5.0),11), ((121,52,8.0),11), ((10,121,2.828),11), ((121,79,7.211),10), ((146,42,4.243),12), ((42,23,4.243),12), ((75,74,4.472),12), ((75,42,7.211),11), ((69,151,2.0),13), ((139,110,7.28),13), ((69,110,7.211),12)]

ADD: [(105,7,6.403)]

DROP: [(7,97,4.243), (105,61,8.544), (6,105,6.403)]

+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+- Iteracion 118845 Nodo 0 +-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-+-


Solucion peor. Costo: 1171.493

